a,alpha,h,t,v
-0.5208333333333321,0,0,741,13.368055555555557
-0.5208333333333339,0,0,742,12.847222222222223
-0.5208333333333339,0,0,743,12.32638888888889
-0.5208333333333339,0,0,744,11.805555555555555
-0.5208333333333339,0,0,745,11.284722222222221
-0.5208333333333321,0,0,746,10.76388888888889
-0.5208333333333357,0,0,747,10.243055555555554
-0.5208333333333321,0,0,748,9.722222222222221
0.0,0,0,749,9.722222222222221
0.0,0,0,750,9.722222222222221
0.0,0,0,751,9.722222222222221
0.0,0,0,752,9.722222222222221
0.0,0,0,753,9.722222222222221
0.0,0,0,754,9.722222222222221
0.0,0,0,755,9.722222222222221
0.0,0,0,756,9.722222222222221
0.0,0,0,757,9.722222222222221
0.0,0,0,758,9.722222222222221
0.0,0,0,759,9.722222222222221
0.0,0,0,760,9.722222222222221
0.0,0,0,761,9.722222222222221
0.0,0,0,762,9.722222222222221
0.0,0,0,763,9.722222222222221
-0.9722222222222214,0,0,764,8.75
-0.9722222222222223,0,0,765,7.777777777777778
-0.9722222222222232,0,0,766,6.8055555555555545
-0.9722222222222214,0,0,767,5.833333333333333
-0.9722222222222223,0,0,768,4.861111111111111
-0.9722222222222219,0,0,769,3.888888888888889
-0.9722222222222219,0,0,770,2.916666666666667
-0.9722222222222232,0,0,771,1.9444444444444438
-0.9722222222222219,0,0,772,0.9722222222222219
-0.9722222222222219,0,0,773,0.0
0.0,0,0,774,0.0
0.0,0,0,775,0.0
0.0,0,0,776,0.0
0.0,0,0,777,0.0
0.0,0,0,778,0.0
0.0,0,0,779,0.0
0.0,0,0,780,0.0
0.0,0,0,781,0.0
0.0,0,0,782,0.0
0.0,0,0,783,0.0
0.0,0,0,784,0.0
0.0,0,0,785,0.0
0.0,0,0,786,0.0
0.0,0,0,787,0.0
0.0,0,0,788,0.0
0.0,0,0,789,0.0
0.0,0,0,790,0.0
0.0,0,0,791,0.0
0.0,0,0,792,0.0
0.0,0,0,793,0.0
0.0,0,0,794,0.0
0.0,0,0,795,0.0
0.0,0,0,796,0.0
0.0,0,0,797,0.0
0.0,0,0,798,0.0
0.0,0,0,799,0.0
0.0,0,0,800,0.0
0.6944444444444444,0,0,801,0.6944444444444444
0.6944444444444444,0,0,802,1.3888888888888888
0.6944444444444446,0,0,803,2.0833333333333335
0.6944444444444442,0,0,804,2.7777777777777777
0.6944444444444451,0,0,805,3.4722222222222228
0.6944444444444442,0,0,806,4.166666666666667
0.5050505050505052,0,0,807,4.671717171717172
0.5050505050505043,0,0,808,5.1767676767676765
0.5050505050505052,0,0,809,5.681818181818182
0.5050505050505052,0,0,810,6.186868686868687
0.5050505050505052,0,0,811,6.691919191919192
0.5050505050505043,0,0,812,7.196969696969696
0.5050505050505052,0,0,813,7.7020202020202015
0.5050505050505043,0,0,814,8.207070707070706
0.5050505050505052,0,0,815,8.712121212121211
0.5050505050505052,0,0,816,9.217171717171716
0.5050505050505052,0,0,817,9.722222222222221
0.41666666666666785,0,0,818,10.13888888888889
0.4166666666666661,0,0,819,10.555555555555555
0.4166666666666661,0,0,820,10.972222222222221
0.41666666666666785,0,0,821,11.38888888888889
0.4166666666666661,0,0,822,11.805555555555555
0.41666666666666785,0,0,823,12.222222222222223
0.4166666666666661,0,0,824,12.63888888888889
0.41666666666666785,0,0,825,13.055555555555557
0.4166666666666643,0,0,826,13.472222222222221
0.41666666666666785,0,0,827,13.88888888888889
0.3968253968253972,0,0,828,14.285714285714286
0.3968253968253954,0,0,829,14.682539682539682
0.3968253968253972,0,0,830,15.079365079365079
0.3968253968253954,0,0,831,15.476190476190474
0.39682539682539897,0,0,832,15.873015873015873
0.3968253968253954,0,0,833,16.26984126984127
0.3968253968253954,0,0,834,16.666666666666664
0.39682539682539897,0,0,835,17.063492063492063
0.3968253968253954,0,0,836,17.46031746031746
0.3968253968253954,0,0,837,17.857142857142854
0.39682539682539897,0,0,838,18.253968253968253
0.3968253968253954,0,0,839,18.65079365079365
0.3968253968253954,0,0,840,19.047619047619044
0.39682539682539897,0,0,841,19.444444444444443
0.0,0,0,842,19.444444444444443
0.0,0,0,843,19.444444444444443
0.0,0,0,844,19.444444444444443
0.0,0,0,845,19.444444444444443
0.0,0,0,846,19.444444444444443
0.0,0,0,847,19.444444444444443
0.0,0,0,848,19.444444444444443
0.0,0,0,849,19.444444444444443
0.0,0,0,850,19.444444444444443
0.0,0,0,851,19.444444444444443
0.0,0,0,852,19.444444444444443
0.0,0,0,853,19.444444444444443
0.0,0,0,854,19.444444444444443
0.0,0,0,855,19.444444444444443
0.0,0,0,856,19.444444444444443
0.0,0,0,857,19.444444444444443
0.0,0,0,858,19.444444444444443
0.0,0,0,859,19.444444444444443
0.0,0,0,860,19.444444444444443
0.0,0,0,861,19.444444444444443
0.0,0,0,862,19.444444444444443
0.0,0,0,863,19.444444444444443
0.0,0,0,864,19.444444444444443
0.0,0,0,865,19.444444444444443
0.0,0,0,866,19.444444444444443
0.0,0,0,867,19.444444444444443
0.0,0,0,868,19.444444444444443
0.0,0,0,869,19.444444444444443
0.0,0,0,870,19.444444444444443
0.0,0,0,871,19.444444444444443
0.0,0,0,872,19.444444444444443
0.0,0,0,873,19.444444444444443
0.0,0,0,874,19.444444444444443
0.0,0,0,875,19.444444444444443
0.0,0,0,876,19.444444444444443
0.0,0,0,877,19.444444444444443
0.0,0,0,878,19.444444444444443
0.0,0,0,879,19.444444444444443
0.0,0,0,880,19.444444444444443
0.0,0,0,881,19.444444444444443
0.0,0,0,882,19.444444444444443
0.0,0,0,883,19.444444444444443
0.0,0,0,884,19.444444444444443
0.0,0,0,885,19.444444444444443
0.0,0,0,886,19.444444444444443
0.0,0,0,887,19.444444444444443
0.0,0,0,888,19.444444444444443
0.0,0,0,889,19.444444444444443
0.0,0,0,890,19.444444444444443
0.0,0,0,891,19.444444444444443
-0.6944444444444464,0,0,892,18.749999999999996
-0.6944444444444429,0,0,893,18.055555555555554
-0.6944444444444429,0,0,894,17.36111111111111
-0.6944444444444464,0,0,895,16.666666666666664
-0.6944444444444429,0,0,896,15.972222222222221
-0.6944444444444429,0,0,897,15.277777777777779
-0.6944444444444446,0,0,898,14.583333333333334
-0.6944444444444446,0,0,899,13.88888888888889
0.0,0,0,900,13.88888888888889
0.0,0,0,901,13.88888888888889
0.0,0,0,902,13.88888888888889
0.0,0,0,903,13.88888888888889
0.0,0,0,904,13.88888888888889
0.0,0,0,905,13.88888888888889
0.0,0,0,906,13.88888888888889
0.0,0,0,907,13.88888888888889
0.0,0,0,908,13.88888888888889
0.0,0,0,909,13.88888888888889
0.0,0,0,910,13.88888888888889
0.0,0,0,911,13.88888888888889
0.0,0,0,912,13.88888888888889
0.0,0,0,913,13.88888888888889
0.0,0,0,914,13.88888888888889
0.0,0,0,915,13.88888888888889
0.0,0,0,916,13.88888888888889
0.0,0,0,917,13.88888888888889
0.0,0,0,918,13.88888888888889
0.0,0,0,919,13.88888888888889
0.0,0,0,920,13.88888888888889
0.0,0,0,921,13.88888888888889
0.0,0,0,922,13.88888888888889
0.0,0,0,923,13.88888888888889
0.0,0,0,924,13.88888888888889
0.0,0,0,925,13.88888888888889
0.0,0,0,926,13.88888888888889
0.0,0,0,927,13.88888888888889
0.0,0,0,928,13.88888888888889
0.0,0,0,929,13.88888888888889
0.0,0,0,930,13.88888888888889
0.0,0,0,931,13.88888888888889
0.0,0,0,932,13.88888888888889
0.0,0,0,933,13.88888888888889
0.0,0,0,934,13.88888888888889
0.0,0,0,935,13.88888888888889
0.0,0,0,936,13.88888888888889
0.0,0,0,937,13.88888888888889
0.0,0,0,938,13.88888888888889
0.0,0,0,939,13.88888888888889
0.0,0,0,940,13.88888888888889
0.0,0,0,941,13.88888888888889
0.0,0,0,942,13.88888888888889
0.0,0,0,943,13.88888888888889
0.0,0,0,944,13.88888888888889
0.0,0,0,945,13.88888888888889
0.0,0,0,946,13.88888888888889
0.0,0,0,947,13.88888888888889
0.0,0,0,948,13.88888888888889
0.0,0,0,949,13.88888888888889
0.0,0,0,950,13.88888888888889
0.0,0,0,951,13.88888888888889
0.0,0,0,952,13.88888888888889
0.0,0,0,953,13.88888888888889
0.0,0,0,954,13.88888888888889
0.0,0,0,955,13.88888888888889
0.0,0,0,956,13.88888888888889
0.0,0,0,957,13.88888888888889
0.0,0,0,958,13.88888888888889
0.0,0,0,959,13.88888888888889
0.0,0,0,960,13.88888888888889
0.0,0,0,961,13.88888888888889
0.0,0,0,962,13.88888888888889
0.0,0,0,963,13.88888888888889
0.0,0,0,964,13.88888888888889
0.0,0,0,965,13.88888888888889
0.0,0,0,966,13.88888888888889
0.0,0,0,967,13.88888888888889
0.0,0,0,968,13.88888888888889
0.4273504273504276,0,0,969,14.316239316239317
0.4273504273504276,0,0,970,14.743589743589745
0.42735042735042583,0,0,971,15.17094017094017
0.4273504273504276,0,0,972,15.598290598290598
0.4273504273504276,0,0,973,16.025641025641026
0.4273504273504294,0,0,974,16.452991452991455
0.42735042735042583,0,0,975,16.88034188034188
0.42735042735042583,0,0,976,17.307692307692307
0.42735042735042583,0,0,977,17.735042735042732
0.4273504273504294,0,0,978,18.162393162393162
0.42735042735042583,0,0,979,18.589743589743588
0.4273504273504294,0,0,980,19.017094017094017
0.42735042735042583,0,0,981,19.444444444444443
0.0,0,0,982,19.444444444444443
0.0,0,0,983,19.444444444444443
0.0,0,0,984,19.444444444444443
0.0,0,0,985,19.444444444444443
0.0,0,0,986,19.444444444444443
0.0,0,0,987,19.444444444444443
0.0,0,0,988,19.444444444444443
0.0,0,0,989,19.444444444444443
0.0,0,0,990,19.444444444444443
0.0,0,0,991,19.444444444444443
0.0,0,0,992,19.444444444444443
0.0,0,0,993,19.444444444444443
0.0,0,0,994,19.444444444444443
0.0,0,0,995,19.444444444444443
0.0,0,0,996,19.444444444444443
0.0,0,0,997,19.444444444444443
0.0,0,0,998,19.444444444444443
0.0,0,0,999,19.444444444444443
0.0,0,0,1000,19.444444444444443
0.0,0,0,1001,19.444444444444443
0.0,0,0,1002,19.444444444444443
0.0,0,0,1003,19.444444444444443
0.0,0,0,1004,19.444444444444443
0.0,0,0,1005,19.444444444444443
0.0,0,0,1006,19.444444444444443
0.0,0,0,1007,19.444444444444443
0.0,0,0,1008,19.444444444444443
0.0,0,0,1009,19.444444444444443
0.0,0,0,1010,19.444444444444443
0.0,0,0,1011,19.444444444444443
0.0,0,0,1012,19.444444444444443
0.0,0,0,1013,19.444444444444443
0.0,0,0,1014,19.444444444444443
0.0,0,0,1015,19.444444444444443
0.0,0,0,1016,19.444444444444443
0.0,0,0,1017,19.444444444444443
0.0,0,0,1018,19.444444444444443
0.0,0,0,1019,19.444444444444443
0.0,0,0,1020,19.444444444444443
0.0,0,0,1021,19.444444444444443
0.0,0,0,1022,19.444444444444443
0.0,0,0,1023,19.444444444444443
0.0,0,0,1024,19.444444444444443
0.0,0,0,1025,19.444444444444443
0.0,0,0,1026,19.444444444444443
0.0,0,0,1027,19.444444444444443
0.0,0,0,1028,19.444444444444443
0.0,0,0,1029,19.444444444444443
0.0,0,0,1030,19.444444444444443
0.0,0,0,1031,19.444444444444443
0.23809523809523725,0,0,1032,19.68253968253968
0.2380952380952408,0,0,1033,19.92063492063492
0.2380952380952337,0,0,1034,20.158730158730155
0.2380952380952408,0,0,1035,20.396825396825395
0.2380952380952408,0,0,1036,20.634920634920636
0.2380952380952337,0,0,1037,20.87301587301587
0.2380952380952408,0,0,1038,21.11111111111111
0.23809523809523725,0,0,1039,21.349206349206348
0.2380952380952408,0,0,1040,21.58730158730159
0.2380952380952337,0,0,1041,21.825396825396822
0.2380952380952408,0,0,1042,22.063492063492063
0.23809523809523725,0,0,1043,22.3015873015873
0.23809523809523725,0,0,1044,22.539682539682538
0.2380952380952408,0,0,1045,22.77777777777778
0.2380952380952337,0,0,1046,23.015873015873012
0.2380952380952408,0,0,1047,23.253968253968253
0.23809523809523725,0,0,1048,23.49206349206349
0.23809523809523725,0,0,1049,23.730158730158728
0.2380952380952408,0,0,1050,23.96825396825397
0.2380952380952408,0,0,1051,24.20634920634921
0.23809523809523725,0,0,1052,24.444444444444446
0.23809523809523725,0,0,1053,24.682539682539684
0.2380952380952337,0,0,1054,24.920634920634917
0.2380952380952408,0,0,1055,25.158730158730158
0.23809523809523725,0,0,1056,25.396825396825395
0.2380952380952408,0,0,1057,25.634920634920636
0.23809523809523725,0,0,1058,25.873015873015873
0.2380952380952408,0,0,1059,26.111111111111114
0.23809523809523725,0,0,1060,26.34920634920635
0.23809523809523725,0,0,1061,26.58730158730159
0.23809523809523725,0,0,1062,26.825396825396826
0.23809523809523725,0,0,1063,27.063492063492063
0.23809523809523725,0,0,1064,27.3015873015873
0.2380952380952408,0,0,1065,27.53968253968254
0.23809523809523725,0,0,1066,27.77777777777778
0.0,0,0,1067,27.77777777777778
0.0,0,0,1068,27.77777777777778
0.0,0,0,1069,27.77777777777778
0.0,0,0,1070,27.77777777777778
0.0,0,0,1071,27.77777777777778
0.0,0,0,1072,27.77777777777778
0.0,0,0,1073,27.77777777777778
0.0,0,0,1074,27.77777777777778
0.0,0,0,1075,27.77777777777778
0.0,0,0,1076,27.77777777777778
0.0,0,0,1077,27.77777777777778
0.0,0,0,1078,27.77777777777778
0.0,0,0,1079,27.77777777777778
0.0,0,0,1080,27.77777777777778
0.0,0,0,1081,27.77777777777778
0.0,0,0,1082,27.77777777777778
0.0,0,0,1083,27.77777777777778
0.0,0,0,1084,27.77777777777778
0.0,0,0,1085,27.77777777777778
0.0,0,0,1086,27.77777777777778
0.0,0,0,1087,27.77777777777778
0.0,0,0,1088,27.77777777777778
0.0,0,0,1089,27.77777777777778
0.0,0,0,1090,27.77777777777778
0.0,0,0,1091,27.77777777777778
0.0,0,0,1092,27.77777777777778
0.0,0,0,1093,27.77777777777778
0.0,0,0,1094,27.77777777777778
0.0,0,0,1095,27.77777777777778
0.0,0,0,1096,27.77777777777778
0.27777777777777857,0,0,1097,28.055555555555557
0.27777777777777857,0,0,1098,28.333333333333336
0.277777777777775,0,0,1099,28.61111111111111
0.2777777777777821,0,0,1100,28.888888888888893
0.27777777777777857,0,0,1101,29.16666666666667
0.27777777777777146,0,0,1102,29.444444444444443
0.27777777777777857,0,0,1103,29.72222222222222
0.2777777777777821,0,0,1104,30.000000000000004
0.277777777777775,0,0,1105,30.27777777777778
0.27777777777777857,0,0,1106,30.555555555555557
0.27777777777777857,0,0,1107,30.833333333333336
0.27777777777777857,0,0,1108,31.111111111111114
0.277777777777775,0,0,1109,31.38888888888889
0.277777777777775,0,0,1110,31.666666666666664
0.27777777777777857,0,0,1111,31.944444444444443
0.2777777777777857,0,0,1112,32.22222222222223
0.27777777777777146,0,0,1113,32.5
0.27777777777777857,0,0,1114,32.77777777777778
0.27777777777777857,0,0,1115,33.05555555555556
0.27777777777777857,0,0,1116,33.333333333333336
0.0,0,0,1117,33.333333333333336
0.0,0,0,1118,33.333333333333336
0.0,0,0,1119,33.333333333333336
0.0,0,0,1120,33.333333333333336
0.0,0,0,1121,33.333333333333336
0.0,0,0,1122,33.333333333333336
0.0,0,0,1123,33.333333333333336
0.0,0,0,1124,33.333333333333336
0.0,0,0,1125,33.333333333333336
0.0,0,0,1126,33.333333333333336
-0.6944444444444429,0,0,1127,32.63888888888889
-0.6944444444444464,0,0,1128,31.944444444444446
-0.6944444444444464,0,0,1129,31.25
-0.6944444444444429,0,0,1130,30.555555555555557
-0.6944444444444429,0,0,1131,29.861111111111114
-0.6944444444444464,0,0,1132,29.166666666666668
-0.6944444444444464,0,0,1133,28.47222222222222
-0.6944444444444429,0,0,1134,27.77777777777778
-0.6944444444444429,0,0,1135,27.083333333333336
-0.6944444444444464,0,0,1136,26.38888888888889
-0.6944444444444464,0,0,1137,25.694444444444443
-0.6944444444444429,0,0,1138,25.0
-0.6944444444444464,0,0,1139,24.305555555555554
-0.6944444444444429,0,0,1140,23.61111111111111
-0.6944444444444464,0,0,1141,22.916666666666664
-0.6944444444444429,0,0,1142,22.22222222222222
-1.0416666666666679,0,0,1143,21.180555555555554
-1.0416666666666679,0,0,1144,20.138888888888886
-1.0416666666666643,0,0,1145,19.09722222222222
-1.0416666666666643,0,0,1146,18.055555555555557
-1.0416666666666714,0,0,1147,17.013888888888886
-1.0416666666666625,0,0,1148,15.972222222222223
-1.041666666666666,0,0,1149,14.930555555555557
-1.0416666666666679,0,0,1150,13.88888888888889
-1.3888888888888893,0,0,1151,12.5
-1.3888888888888875,0,0,1152,11.111111111111112
-1.388888888888891,0,0,1153,9.722222222222221
-1.3888888888888875,0,0,1154,8.333333333333334
-1.3888888888888893,0,0,1155,6.944444444444445
-1.3888888888888884,0,0,1156,5.555555555555556
-1.3888888888888893,0,0,1157,4.166666666666667
-1.3888888888888897,0,0,1158,2.7777777777777772
-1.3888888888888886,0,0,1159,1.3888888888888886
-1.3888888888888886,0,0,1160,0.0
0.0,0,0,1161,0.0
0.0,0,0,1162,0.0
0.0,0,0,1163,0.0
0.0,0,0,1164,0.0
0.0,0,0,1165,0.0
0.0,0,0,1166,0.0
0.0,0,0,1167,0.0
0.0,0,0,1168,0.0
0.0,0,0,1169,0.0
0.0,0,0,1170,0.0
0.0,0,0,1171,0.0
0.0,0,0,1172,0.0
0.0,0,0,1173,0.0
0.0,0,0,1174,0.0
0.0,0,0,1175,0.0
0.0,0,0,1176,0.0
0.0,0,0,1177,0.0
0.0,0,0,1178,0.0
0.0,0,0,1179,0.0
0.0,0,0,1180,0.0
