t,v,a,dS,h,alpha
142,13.88888888888889,0.0,1972.2222222222222,0,0
143,13.88888888888889,0.0,1986.111111111111,0,0
144,13.88888888888889,0.0,2000.0,0,0
145,13.88888888888889,0.0,2013.888888888889,0,0
146,13.88888888888889,0.0,2027.7777777777778,0,0
147,13.88888888888889,0.0,2041.6666666666667,0,0
148,13.88888888888889,0.0,2055.5555555555557,0,0
149,13.88888888888889,0.0,2069.4444444444443,0,0
150,13.88888888888889,0.0,2083.3333333333335,0,0
151,13.88888888888889,0.0,2097.222222222222,0,0
152,13.88888888888889,0.0,2111.1111111111113,0,0
153,13.88888888888889,0.0,2125.0,0,0
154,13.88888888888889,0.0,2138.888888888889,0,0
155,13.88888888888889,0.0,2152.777777777778,0,0
156,13.88888888888889,0.0,2166.6666666666665,0,0
157,13.88888888888889,0.0,2180.5555555555557,0,0
158,13.88888888888889,0.0,2194.4444444444443,0,0
159,13.88888888888889,0.0,2208.3333333333335,0,0
160,13.88888888888889,0.0,2222.222222222222,0,0
161,13.88888888888889,0.0,2236.1111111111113,0,0
162,13.88888888888889,0.0,2250.0,0,0
163,13.88888888888889,0.0,2263.888888888889,0,0
164,13.88888888888889,0.0,2277.777777777778,0,0
165,13.88888888888889,0.0,2291.6666666666665,0,0
166,13.88888888888889,0.0,2305.5555555555557,0,0
167,13.88888888888889,0.0,2319.4444444444443,0,0
168,13.88888888888889,0.0,2333.3333333333335,0,0
169,13.88888888888889,0.0,2347.222222222222,0,0
170,13.88888888888889,0.0,2361.1111111111113,0,0
171,13.88888888888889,0.0,2375.0,0,0
172,13.88888888888889,0.0,2388.888888888889,0,0
173,13.88888888888889,0.0,2402.777777777778,0,0
174,13.88888888888889,0.0,2416.6666666666665,0,0
175,13.88888888888889,0.0,2430.5555555555557,0,0
176,13.88888888888889,0.0,2444.4444444444443,0,0
177,13.88888888888889,0.0,2458.3333333333335,0,0
178,13.88888888888889,0.0,2472.222222222222,0,0
179,13.88888888888889,0.0,2486.1111111111113,0,0
180,13.88888888888889,0.0,2500.0,0,0
181,13.88888888888889,0.0,2513.888888888889,0,0
182,13.88888888888889,0.0,2527.777777777778,0,0
183,13.88888888888889,0.0,2541.6666666666665,0,0
184,13.88888888888889,0.0,2555.5555555555557,0,0
185,13.88888888888889,0.0,2569.4444444444443,0,0
186,13.88888888888889,0.0,2583.3333333333335,0,0
187,13.88888888888889,0.0,2597.222222222222,0,0
188,13.88888888888889,0.0,2611.1111111111113,0,0
189,14.316239316239317,0.4273504273504276,2705.769230769231,0,0
190,14.743589743589745,0.4273504273504276,2801.2820512820513,0,0
191,15.17094017094017,0.42735042735042583,2897.6495726495727,0,0
192,15.598290598290598,0.4273504273504276,2994.871794871795,0,0
193,16.025641025641026,0.4273504273504276,3092.948717948718,0,0
194,16.452991452991455,0.4273504273504294,3191.8803418803423,0,0
195,16.88034188034188,0.42735042735042583,3291.666666666667,0,0
196,17.307692307692307,0.42735042735042583,3392.307692307692,0,0
197,17.735042735042732,0.42735042735042583,3493.8034188034185,0,0
198,18.162393162393162,0.4273504273504294,3596.153846153846,0,0
199,18.589743589743588,0.42735042735042583,3699.358974358974,0,0
200,19.017094017094017,0.4273504273504294,3803.4188034188032,0,0
201,19.444444444444443,0.42735042735042583,3908.333333333333,0,0
202,19.444444444444443,0.0,3927.7777777777774,0,0
203,19.444444444444443,0.0,3947.2222222222217,0,0
204,19.444444444444443,0.0,3966.6666666666665,0,0
205,19.444444444444443,0.0,3986.111111111111,0,0
206,19.444444444444443,0.0,4005.555555555555,0,0
207,19.444444444444443,0.0,4024.9999999999995,0,0
208,19.444444444444443,0.0,4044.4444444444443,0,0
209,19.444444444444443,0.0,4063.8888888888887,0,0
210,19.444444444444443,0.0,4083.333333333333,0,0
211,19.444444444444443,0.0,4102.777777777777,0,0
212,19.444444444444443,0.0,4122.222222222222,0,0
213,19.444444444444443,0.0,4141.666666666666,0,0
214,19.444444444444443,0.0,4161.11111111111,0,0
215,19.444444444444443,0.0,4180.555555555556,0,0
216,19.444444444444443,0.0,4200.0,0,0
217,19.444444444444443,0.0,4219.444444444444,0,0
218,19.444444444444443,0.0,4238.888888888889,0,0
219,19.444444444444443,0.0,4258.333333333333,0,0
220,19.444444444444443,0.0,4277.777777777777,0,0
221,19.444444444444443,0.0,4297.222222222222,0,0
222,19.444444444444443,0.0,4316.666666666666,0,0
223,19.444444444444443,0.0,4336.11111111111,0,0
224,19.444444444444443,0.0,4355.555555555555,0,0
225,19.444444444444443,0.0,4375.0,0,0
226,19.444444444444443,0.0,4394.444444444444,0,0
227,19.444444444444443,0.0,4413.888888888889,0,0
228,19.444444444444443,0.0,4433.333333333333,0,0
229,19.444444444444443,0.0,4452.777777777777,0,0
230,19.444444444444443,0.0,4472.222222222222,0,0
231,19.444444444444443,0.0,4491.666666666666,0,0
232,19.444444444444443,0.0,4511.11111111111,0,0
233,19.444444444444443,0.0,4530.555555555555,0,0
234,19.444444444444443,0.0,4550.0,0,0
235,19.444444444444443,0.0,4569.444444444444,0,0
236,19.444444444444443,0.0,4588.888888888889,0,0
237,19.444444444444443,0.0,4608.333333333333,0,0
238,19.444444444444443,0.0,4627.777777777777,0,0
239,19.444444444444443,0.0,4647.222222222222,0,0
240,19.444444444444443,0.0,4666.666666666666,0,0
241,19.444444444444443,0.0,4686.11111111111,0,0
242,19.444444444444443,0.0,4705.555555555555,0,0
243,19.444444444444443,0.0,4725.0,0,0
244,19.444444444444443,0.0,4744.444444444444,0,0
245,19.444444444444443,0.0,4763.888888888889,0,0
246,19.444444444444443,0.0,4783.333333333333,0,0
247,19.444444444444443,0.0,4802.777777777777,0,0
248,19.444444444444443,0.0,4822.222222222222,0,0
249,19.444444444444443,0.0,4841.666666666666,0,0
250,19.444444444444443,0.0,4861.11111111111,0,0
251,19.444444444444443,0.0,4880.555555555555,0,0
252,19.68253968253968,0.23809523809523725,4959.999999999999,0,0
253,19.92063492063492,0.2380952380952408,5039.920634920635,0,0
254,20.158730158730155,0.2380952380952337,5120.317460317459,0,0
255,20.396825396825395,0.2380952380952408,5201.190476190476,0,0
256,20.634920634920636,0.2380952380952408,5282.539682539683,0,0
257,20.87301587301587,0.2380952380952337,5364.365079365079,0,0
258,21.11111111111111,0.2380952380952408,5446.666666666667,0,0
259,21.349206349206348,0.23809523809523725,5529.444444444444,0,0
260,21.58730158730159,0.2380952380952408,5612.698412698413,0,0
261,21.825396825396822,0.2380952380952337,5696.428571428571,0,0
262,22.063492063492063,0.2380952380952408,5780.6349206349205,0,0
263,22.3015873015873,0.23809523809523725,5865.31746031746,0,0
264,22.539682539682538,0.23809523809523725,5950.47619047619,0,0
265,22.77777777777778,0.2380952380952408,6036.111111111111,0,0
266,23.015873015873012,0.2380952380952337,6122.222222222221,0,0
267,23.253968253968253,0.2380952380952408,6208.809523809524,0,0
268,23.49206349206349,0.23809523809523725,6295.873015873015,0,0
269,23.730158730158728,0.23809523809523725,6383.412698412698,0,0
270,23.96825396825397,0.2380952380952408,6471.428571428572,0,0
271,24.20634920634921,0.2380952380952408,6559.920634920636,0,0
272,24.444444444444446,0.23809523809523725,6648.88888888889,0,0
273,24.682539682539684,0.23809523809523725,6738.333333333334,0,0
274,24.920634920634917,0.2380952380952337,6828.253968253967,0,0
275,25.158730158730158,0.2380952380952408,6918.650793650793,0,0
276,25.396825396825395,0.23809523809523725,7009.523809523809,0,0
277,25.634920634920636,0.2380952380952408,7100.873015873016,0,0
278,25.873015873015873,0.23809523809523725,7192.6984126984125,0,0
279,26.111111111111114,0.2380952380952408,7285.000000000001,0,0
280,26.34920634920635,0.23809523809523725,7377.777777777778,0,0
281,26.58730158730159,0.23809523809523725,7471.0317460317465,0,0
282,26.825396825396826,0.23809523809523725,7564.761904761905,0,0
283,27.063492063492063,0.23809523809523725,7658.9682539682535,0,0
284,27.3015873015873,0.23809523809523725,7753.650793650793,0,0
285,27.53968253968254,0.2380952380952408,7848.809523809524,0,0
286,27.77777777777778,0.23809523809523725,7944.444444444444,0,0
287,27.77777777777778,0.0,7972.222222222223,0,0
288,27.77777777777778,0.0,8000.0,0,0
289,27.77777777777778,0.0,8027.777777777778,0,0
290,27.77777777777778,0.0,8055.555555555556,0,0
291,27.77777777777778,0.0,8083.333333333334,0,0
292,27.77777777777778,0.0,8111.111111111111,0,0
293,27.77777777777778,0.0,8138.888888888889,0,0
294,27.77777777777778,0.0,8166.666666666667,0,0
295,27.77777777777778,0.0,8194.444444444445,0,0
296,27.77777777777778,0.0,8222.222222222223,0,0
297,27.77777777777778,0.0,8250.0,0,0
298,27.77777777777778,0.0,8277.777777777777,0,0
299,27.77777777777778,0.0,8305.555555555557,0,0
300,27.77777777777778,0.0,8333.333333333334,0,0
301,27.77777777777778,0.0,8361.111111111111,0,0
302,27.77777777777778,0.0,8388.888888888889,0,0
303,27.77777777777778,0.0,8416.666666666666,0,0
304,27.77777777777778,0.0,8444.444444444445,0,0
305,27.77777777777778,0.0,8472.222222222223,0,0
306,27.77777777777778,0.0,8500.0,0,0
307,27.77777777777778,0.0,8527.777777777777,0,0
308,27.77777777777778,0.0,8555.555555555557,0,0
309,27.77777777777778,0.0,8583.333333333334,0,0
310,27.77777777777778,0.0,8611.111111111111,0,0
311,27.77777777777778,0.0,8638.888888888889,0,0
312,27.77777777777778,0.0,8666.666666666666,0,0
313,27.77777777777778,0.0,8694.444444444445,0,0
314,27.77777777777778,0.0,8722.222222222223,0,0
315,27.77777777777778,0.0,8750.0,0,0
316,27.77777777777778,0.0,8777.777777777777,0,0
317,28.055555555555557,0.27777777777777857,8893.611111111111,0,0
318,28.333333333333336,0.27777777777777857,9010.0,0,0
319,28.61111111111111,0.277777777777775,9126.944444444443,0,0
320,28.888888888888893,0.2777777777777821,9244.444444444445,0,0
321,29.16666666666667,0.27777777777777857,9362.500000000002,0,0
322,29.444444444444443,0.27777777777777146,9481.111111111111,0,0
323,29.72222222222222,0.27777777777777857,9600.277777777777,0,0
324,30.000000000000004,0.2777777777777821,9720.000000000002,0,0
325,30.27777777777778,0.277777777777775,9840.277777777777,0,0
326,30.555555555555557,0.27777777777777857,9961.111111111111,0,0
327,30.833333333333336,0.27777777777777857,10082.5,0,0
328,31.111111111111114,0.27777777777777857,10204.444444444445,0,0
329,31.38888888888889,0.277777777777775,10326.944444444445,0,0
330,31.666666666666664,0.277777777777775,10450.0,0,0
331,31.944444444444443,0.27777777777777857,10573.611111111111,0,0
332,32.22222222222223,0.2777777777777857,10697.77777777778,0,0
333,32.5,0.27777777777777146,10822.5,0,0
334,32.77777777777778,0.27777777777777857,10947.777777777777,0,0
335,33.05555555555556,0.27777777777777857,11073.611111111111,0,0
336,33.333333333333336,0.27777777777777857,11200.0,0,0
337,33.333333333333336,0.0,11233.333333333334,0,0
338,33.333333333333336,0.0,11266.666666666668,0,0
339,33.333333333333336,0.0,11300.0,0,0
340,33.333333333333336,0.0,11333.333333333334,0,0
341,33.333333333333336,0.0,11366.666666666668,0,0
342,33.333333333333336,0.0,11400.0,0,0
343,33.333333333333336,0.0,11433.333333333334,0,0
344,33.333333333333336,0.0,11466.666666666668,0,0
345,33.333333333333336,0.0,11500.0,0,0
346,33.333333333333336,0.0,11533.333333333334,0,0
347,32.63888888888889,-0.6944444444444429,11325.694444444445,0,0
348,31.944444444444446,-0.6944444444444464,11116.666666666668,0,0
349,31.25,-0.6944444444444464,10906.25,0,0
350,30.555555555555557,-0.6944444444444429,10694.444444444445,0,0
351,29.861111111111114,-0.6944444444444429,10481.250000000002,0,0
352,29.166666666666668,-0.6944444444444464,10266.666666666668,0,0
353,28.47222222222222,-0.6944444444444464,10050.694444444443,0,0
354,27.77777777777778,-0.6944444444444429,9833.333333333334,0,0
355,27.083333333333336,-0.6944444444444429,9614.583333333334,0,0
356,26.38888888888889,-0.6944444444444464,9394.444444444445,0,0
357,25.694444444444443,-0.6944444444444464,9172.916666666666,0,0
358,25.0,-0.6944444444444429,8950.0,0,0
359,24.305555555555554,-0.6944444444444464,8725.694444444443,0,0
360,23.61111111111111,-0.6944444444444429,8500.0,0,0
361,22.916666666666664,-0.6944444444444464,8272.916666666666,0,0
362,22.22222222222222,-0.6944444444444429,8044.444444444444,0,0
363,21.180555555555554,-1.0416666666666679,7688.541666666666,0,0
364,20.138888888888886,-1.0416666666666679,7330.555555555555,0,0
365,19.09722222222222,-1.0416666666666643,6970.48611111111,0,0
366,18.055555555555557,-1.0416666666666643,6608.333333333334,0,0
367,17.013888888888886,-1.0416666666666714,6244.097222222221,0,0
368,15.972222222222223,-1.0416666666666625,5877.777777777778,0,0
369,14.930555555555557,-1.041666666666666,5509.375000000001,0,0
370,13.88888888888889,-1.0416666666666679,5138.888888888889,0,0
371,12.5,-1.3888888888888893,4637.5,0,0
372,11.111111111111112,-1.3888888888888875,4133.333333333334,0,0
373,9.722222222222221,-1.388888888888891,3626.3888888888887,0,0
374,8.333333333333334,-1.3888888888888875,3116.666666666667,0,0
375,6.944444444444445,-1.3888888888888893,2604.1666666666665,0,0
376,5.555555555555556,-1.3888888888888884,2088.888888888889,0,0
377,4.166666666666667,-1.3888888888888893,1570.8333333333335,0,0
378,2.7777777777777772,-1.3888888888888897,1049.9999999999998,0,0
379,1.3888888888888886,-1.3888888888888886,526.3888888888888,0,0
380,0.0,-1.3888888888888886,0.0,0,0
381,0.0,0.0,0.0,0,0
382,0.0,0.0,0.0,0,0
383,0.0,0.0,0.0,0,0
384,0.0,0.0,0.0,0,0
385,0.0,0.0,0.0,0,0
386,0.0,0.0,0.0,0,0
387,0.0,0.0,0.0,0,0
388,0.0,0.0,0.0,0,0
389,0.0,0.0,0.0,0,0
390,0.0,0.0,0.0,0,0
391,0.0,0.0,0.0,0,0
392,0.0,0.0,0.0,0,0
393,0.0,0.0,0.0,0,0
394,0.0,0.0,0.0,0,0
395,0.0,0.0,0.0,0,0
396,0.0,0.0,0.0,0,0
397,0.0,0.0,0.0,0,0
398,0.0,0.0,0.0,0,0
399,0.0,0.0,0.0,0,0
400,0.0,0.0,0.0,0,0
